checkpoint,low,medium,high,strategy,n,match_rate,mean_rul,match_rate_expected_online,n_expected_online,match_rate_expected_offline,n_expected_offline,published_match_rate
simulator,0.15,0.15,0.75,minilm_finetuned,54,0.8703703703703703,48.29527807235718,0.9166666666666666,36,0.7777777777777778,18,0.9444444444444444
simulator,0.15,0.15,0.75,minilm_logreg,54,0.8703703703703703,48.65048855322379,0.9166666666666666,36,0.7777777777777778,18,0.9444444444444444
simulator,0.15,0.15,0.75,tfidf_logreg,54,0.9259259259259259,50.963498168521454,1.0,36,0.7777777777777778,18,1.0
simulator,0.15,0.15,0.8,agentic,54,0.8703703703703703,51.21157720353868,1.0,36,0.6111111111111112,18,0.8888888888888888
simulator,0.15,0.15,0.8,bge_m3_logreg,54,0.9259259259259259,47.228206122363055,0.9166666666666666,36,0.9444444444444444,18,0.9444444444444444
simulator,0.15,0.15,0.8,embedding_severity,54,0.9814814814814815,51.36608944998847,1.0,36,0.9444444444444444,18,1.0
simulator,0.15,0.15,0.8,fixed_midrange,54,0.6666666666666666,65.75484784444173,1.0,36,0.0,18,0.6666666666666666
simulator,0.15,0.15,0.8,gemini_3_5_flash,54,0.8703703703703703,50.963096636312976,1.0,36,0.6111111111111112,18,0.8888888888888888
simulator,0.15,0.15,0.8,groq_gpt_oss_120b,54,0.8703703703703703,52.05437363518609,1.0,36,0.6111111111111112,18,0.8888888888888888
simulator,0.15,0.15,0.8,groq_llama3,54,0.8518518518518519,49.331063976994265,0.9722222222222222,36,0.6111111111111112,18,0.8703703703703703
simulator,0.15,0.15,0.8,groq_llama4,54,0.7407407407407407,50.62383927239312,0.9444444444444444,36,0.3333333333333333,18,0.7592592592592593
simulator,0.15,0.15,0.8,groq_qwen3_8,54,0.8703703703703703,51.877526654137505,1.0,36,0.6111111111111112,18,0.8888888888888888
simulator,0.15,0.15,0.8,keyword_only,54,0.42592592592592593,18.218125255019576,0.16666666666666666,36,0.9444444444444444,18,0.3888888888888889
simulator,0.15,0.15,0.8,keyword_regex_extended,54,0.9259259259259259,52.971073698114466,1.0,36,0.7777777777777778,18,0.9444444444444444
simulator,0.15,0.15,0.8,keyword_regex_severity,54,0.9259259259259259,52.971073698114466,1.0,36,0.7777777777777778,18,0.9444444444444444
simulator,0.15,0.15,0.8,minilm_finetuned,54,0.9259259259259259,47.11819542778863,0.9166666666666666,36,0.9444444444444444,18,0.9444444444444444
simulator,0.15,0.15,0.8,minilm_logreg,54,0.9259259259259259,47.47340592631587,0.9166666666666666,36,0.9444444444444444,18,0.9444444444444444
simulator,0.15,0.15,0.8,tfidf_logreg,54,0.9814814814814815,49.86628216284293,1.0,36,0.9444444444444444,18,1.0
simulator,0.15,0.15,0.85,agentic,54,0.8888888888888888,50.53745323640329,1.0,36,0.6666666666666666,18,0.8888888888888888
simulator,0.15,0.15,0.85,bge_m3_logreg,54,0.9444444444444444,46.241520705046476,0.9166666666666666,36,1.0,18,0.9444444444444444
simulator,0.15,0.15,0.85,embedding_severity,54,1.0,50.54745398627387,1.0,36,1.0,18,1.0
simulator,0.15,0.15,0.85,fixed_midrange,54,0.6666666666666666,65.75484784444173,1.0,36,0.0,18,0.6666666666666666
simulator,0.15,0.15,0.85,gemini_3_5_flash,54,0.8888888888888888,50.34916792975532,1.0,36,0.6666666666666666,18,0.8888888888888888
simulator,0.15,0.15,0.85,groq_gpt_oss_120b,54,0.8888888888888888,51.350040206202756,1.0,36,0.6666666666666666,18,0.8888888888888888
simulator,0.15,0.15,0.85,groq_llama3,54,0.8703703703703703,48.69667180379232,0.9722222222222222,36,0.6666666666666666,18,0.8703703703703703
simulator,0.15,0.15,0.85,groq_llama4,54,0.7592592592592593,49.95874124103122,0.9444444444444444,36,0.3888888888888889,18,0.7592592592592593
simulator,0.15,0.15,0.85,groq_qwen3_8,54,0.8888888888888888,51.2585820445308,1.0,36,0.6666666666666666,18,0.8888888888888888
simulator,0.15,0.15,0.85,keyword_only,54,0.4444444444444444,16.19067660084477,0.16666666666666666,36,1.0,18,0.3888888888888889
simulator,0.15,0.15,0.85,keyword_regex_extended,54,0.9444444444444444,52.283498463807284,1.0,36,0.8333333333333334,18,0.9444444444444444
simulator,0.15,0.15,0.85,keyword_regex_severity,54,0.9444444444444444,52.283498463807284,1.0,36,0.8333333333333334,18,0.9444444444444444
simulator,0.15,0.15,0.85,minilm_finetuned,54,0.9444444444444444,46.218291141368724,0.9166666666666666,36,1.0,18,0.9444444444444444
simulator,0.15,0.15,0.85,minilm_logreg,54,0.9444444444444444,46.573501622235334,0.9166666666666666,36,1.0,18,0.9444444444444444
simulator,0.15,0.15,0.85,tfidf_logreg,54,1.0,49.04764669912833,1.0,36,1.0,18,1.0
simulator,0.15,0.15,0.9,agentic,54,0.8888888888888888,50.058401390358256,1.0,36,0.6666666666666666,18,0.8888888888888888
simulator,0.15,0.15,0.9,bge_m3_logreg,54,0.9444444444444444,45.5283654001024,0.9166666666666666,36,1.0,18,0.9444444444444444
simulator,0.15,0.15,0.9,embedding_severity,54,1.0,49.999670558505585,1.0,36,1.0,18,1.0
simulator,0.15,0.15,0.9,fixed_midrange,54,0.6666666666666666,65.75484784444173,1.0,36,0.0,18,0.6666666666666666
simulator,0.15,0.15,0.9,gemini_3_5_flash,54,0.8888888888888888,49.902520912664905,1.0,36,0.6666666666666666,18,0.8888888888888888
simulator,0.15,0.15,0.9,groq_gpt_oss_120b,54,0.8888888888888888,50.84115845185739,1.0,36,0.6666666666666666,18,0.8888888888888888
simulator,0.15,0.15,0.9,groq_llama3,54,0.8703703703703703,48.18287984530131,0.9722222222222222,36,0.6666666666666666,18,0.8703703703703703
simulator,0.15,0.15,0.9,groq_llama4,54,0.7592592592592593,49.41449357845165,0.9444444444444444,36,0.3888888888888889,18,0.7592592592592593
